Education,Education-Num,Matrital-Status,Native-Country,Occupation,Race,Relationship,Sex,Workclass,Age,Capital-Gain,Capital-Loss,Fnlwgt,Hours-Per-Week,Number of Records
Some-college,10,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,38,7688,0,108947,40,1
Some-college,10,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,38,0,0,127961,45,1
Some-college,10,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,41,3103,0,120539,40,1
Some-college,10,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,63,0,0,231105,35,1
Some-college,10,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,65,6514,0,223580,40,1
Assoc-acdm,12,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,50,3103,0,156951,40,1
Bachelors,13,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Self-emp-not-inc,32,0,0,134737,70,1
5th-6th,3,Married-civ-spouse,El-Salvador,Other-service,White,Husband,Male,Self-emp-not-inc,59,2580,0,144071,15,1
7th-8th,4,Married-civ-spouse,Italy,Other-service,White,Husband,Male,Self-emp-not-inc,49,0,0,168191,70,1
7th-8th,4,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,64,0,0,167149,25,1
10th,6,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,44,0,0,216921,70,1
11th,7,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,61,0,0,92178,40,1
12th,8,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,51,0,0,32372,99,1
HS-grad,9,Married-civ-spouse,Canada,Other-service,White,Husband,Male,Self-emp-not-inc,56,0,1887,335605,50,1
HS-grad,9,Married-civ-spouse,Italy,Other-service,White,Husband,Male,Self-emp-not-inc,38,3464,0,184456,80,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,37,0,0,35330,42,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,39,0,0,231180,50,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,40,0,0,129298,45,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,41,0,0,344329,10,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,41,0,0,129865,60,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,55,0,0,271795,40,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,56,0,1902,145574,60,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,57,0,0,25124,60,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,58,7688,0,222311,55,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,63,0,0,106648,12,1
HS-grad,9,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,80,1409,0,225892,40,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,27,0,0,411950,40,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,35,0,0,230268,40,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,35,0,0,199753,60,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,44,0,0,231348,40,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,45,3103,0,118081,42,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,56,0,0,220187,45,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,57,0,0,84231,48,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,63,0,0,122442,48,1
Some-college,10,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,68,0,0,234859,30,1
Assoc-voc,11,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,63,0,0,420629,45,1
Assoc-acdm,12,Married-civ-spouse,Iran,Other-service,White,Husband,Male,Self-emp-not-inc,57,0,0,138285,40,1
Bachelors,13,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Self-emp-not-inc,38,0,0,322143,10,1
7th-8th,4,Married-civ-spouse,?,Prof-specialty,White,Husband,Male,Self-emp-not-inc,57,0,0,275943,40,1
7th-8th,4,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,0,389765,60,1
10th,6,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,64,0,0,388625,10,1
HS-grad,9,Married-civ-spouse,Columbia,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,0,229946,40,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,28,0,0,182826,35,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,29,0,0,116207,65,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,30,0,0,117944,25,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,30,0,1977,404062,15,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,114691,40,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,226296,51,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,3137,0,183735,30,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,38,0,0,214008,50,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,0,287037,40,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,1902,124692,40,1
HS-grad,9,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,0,456956,60,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,28,0,0,149324,7,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,38,3137,0,245372,50,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,49156,20,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,99651,60,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,0,315110,20,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,0,0,121124,35,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,5013,0,30840,45,1
Some-college,10,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,74,0,1648,206682,35,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,30,15024,0,167990,65,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,326083,40,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,103980,50,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,45,0,0,204405,20,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,66,0,0,298834,50,1
Assoc-voc,11,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,68,0,2149,116903,40,1
Assoc-acdm,12,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,0,0,265477,40,1
Bachelors,13,Married-civ-spouse,Japan,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,15024,0,343476,50,1
Bachelors,13,Married-civ-spouse,Puerto-Rico,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,1902,348038,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,0,177675,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,32,7688,0,112115,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,32,0,0,298332,45,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,32,0,0,174789,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,33,0,0,175502,60,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,35,0,0,98360,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,35,0,0,114366,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,151322,45,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,241998,5,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,415847,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,48063,55,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,38,0,0,342635,70,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,0,0,103110,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,199303,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,242082,45,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,0,168098,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,308279,21,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,1887,351161,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,43,0,0,35034,21,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,89172,80,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,45,0,0,123681,30,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,45,0,0,420986,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,0,274800,60,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,2002,208407,30,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,0,0,187454,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,0,0,175622,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,0,0,349986,60,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,51,0,0,290290,45,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,52,0,0,334273,60,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,53,0,0,88506,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,53,0,0,98829,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,56,7688,0,172618,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,59,99999,0,165315,43,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,59,0,0,41258,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,61,0,0,219183,50,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,62,0,0,171315,60,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,63,0,0,174181,20,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,63,0,0,125178,40,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,64,0,0,339321,24,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,69,20051,0,58213,45,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,70,20051,0,36311,35,1
Bachelors,13,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,90,10566,0,155981,50,1
Masters,14,Married-civ-spouse,?,Prof-specialty,White,Husband,Male,Self-emp-not-inc,76,0,0,33213,30,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,223789,45,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,298444,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,0,252986,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,206066,65,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,202692,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,0,235646,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,53,0,0,46704,50,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,55,7298,0,157486,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,55,0,0,183810,55,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,55,0,1977,248841,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,57,0,0,102058,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,60,0,0,135285,40,1
Masters,14,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,70,9386,0,37203,30,1
Prof-school,15,Married-civ-spouse,?,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,0,2415,218490,50,1
Prof-school,15,Married-civ-spouse,Cuba,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,265266,40,1
Prof-school,15,Married-civ-spouse,England,Prof-specialty,White,Husband,Male,Self-emp-not-inc,61,0,0,96073,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,0,108468,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,32,7688,0,37232,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,33,0,0,127894,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,33,0,1887,170979,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,192259,35,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,108247,55,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,140011,55,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,7688,0,179673,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,35,0,0,198841,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,35,0,0,350247,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,35,0,0,97277,65,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,180686,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,408427,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,180150,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,348739,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,99999,0,362062,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,0,0,195253,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,15024,0,109766,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,15024,0,126569,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,39,0,1977,202027,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,125206,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,123306,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,0,0,238574,55,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,40,99999,0,223881,70,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,0,150533,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,0,204235,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,0,1977,200574,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,174216,38,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,0,54202,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,99999,0,201908,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,1887,185129,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,0,1902,214242,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,43,0,0,145441,30,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,43,0,0,193494,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,163985,32,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,264740,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,99999,0,282722,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,103111,60,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,44,0,0,197558,70,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,15024,0,366089,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,0,328216,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,0,103538,65,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,1902,168195,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,2415,198759,80,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,15024,0,242391,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,47,0,1977,213668,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,48,0,0,219021,35,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,99999,0,355978,35,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,15024,0,181307,65,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,49,0,0,163352,85,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,0,146603,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,0,198581,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,0,341797,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,50,0,2415,42402,30,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,51,0,0,103257,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,52,99999,0,64045,45,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,52,0,0,123011,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,52,0,0,42984,70,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,53,0,0,33304,38,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,54,0,0,83311,30,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,54,5178,0,172898,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,56,0,1977,94156,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,57,0,0,103948,30,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,57,0,0,315460,36,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,61,0,0,163174,35,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,61,0,0,176965,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,62,0,0,162347,15,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,62,0,0,226546,16,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,63,0,0,168048,30,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,64,0,0,219661,9,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,64,0,0,149698,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,66,0,0,182470,25,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,66,0,0,291362,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,67,20051,0,191380,25,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,69,99999,0,240562,40,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,70,0,0,172370,25,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,72,0,2246,285408,28,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,75,0,0,208426,35,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,75,0,2174,309955,50,1
Prof-school,15,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,88,0,0,206291,40,1
Doctorate,16,Married-civ-spouse,?,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,342719,45,1
Doctorate,16,Married-civ-spouse,Canada,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,213887,32,1
Doctorate,16,Married-civ-spouse,Canada,Prof-specialty,White,Husband,Male,Self-emp-not-inc,68,0,0,89011,50,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,31,0,0,81030,40,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,34,0,0,319165,50,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,36,0,0,347491,35,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,37,0,0,143368,60,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,38,0,0,239045,50,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,41,15024,0,174395,55,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,42,15024,0,24763,40,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,45,15024,0,176814,40,1
Doctorate,16,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc,46,0,1902,353012,50,1
